state,county,age_group,gender,date,cases,deaths,recovered
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-18,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-19,2,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-21,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-23,2,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-24,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-25,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-27,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-28,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-09-30,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-02,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-05,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-06,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-08,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-09,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-10,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-10-11,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-02-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-04,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-10,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-11,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-13,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-15,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-17,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-19,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-20,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-21,7,0,7
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-23,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-24,8,0,8
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-25,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-26,9,0,9
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-27,9,0,9
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-28,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-29,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-30,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-03-31,6,0,6
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-01,7,0,7
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-02,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-03,8,0,8
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-04,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-05,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-06,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,M,2020-04-07,1,0,1
